address,street,huisnr1,huisnr2,busnr,postcode,district,source_row_count,aard_summary,oldest_opnamedatum,search_query,status,confidence,best_score,organization_name_candidate,kbo_numbers,generic_emails,social_links,source_urls,source_titles,notes
"Frans Beirenslaan 167 bus 2, 2150 Borsbeek",FRANS BEIRENSLAAN,167,,2,2150,Borsbeek,1,woning:1,2024/04/29 00:00:00+00,"""Frans Beirenslaan 167"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Frans Beirenslaan 56, 2150 Borsbeek",FRANS BEIRENSLAAN,56,,,2150,Borsbeek,1,woning:1,2022/03/03 00:00:00+00,"""Frans Beirenslaan 56"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Jozef De Bomstraat 25, 2018 Antwerpen",JOZEF DE BOMSTRAAT,25,,,2018,Antwerpen,1,woning:1,2021/05/04 00:00:00+00,"""Jozef De Bomstraat 25"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Provinciestraat 163, 2018 Antwerpen",PROVINCIESTRAAT,163,,,2018,Antwerpen,1,gebouw:1,2020/11/03 00:00:00+00,"""Provinciestraat 163"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Oudeleeuwenrui 46-48, 2000 Antwerpen",OUDELEEUWENRUI,46,48,,2000,Antwerpen,1,gebouw:1,2022/04/27 00:00:00+00,"""Oudeleeuwenrui 46"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Blancefloerlaan 335, 2050 Antwerpen",BLANCEFLOERLAAN,335,,,2050,Antwerpen,1,gebouw:1,2023/05/16 00:00:00+00,"""Blancefloerlaan 335"" ""2050"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Jules Moretuslei 128, 2610 Wilrijk",JULES MORETUSLEI,128,,,2610,Wilrijk,1,woning:1,2023/08/23 00:00:00+00,"""Jules Moretuslei 128"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lodewijk Van Berckenlaan 66, 2600 Berchem",LODEWIJK VAN BERCKENLAAN,66,,,2600,Berchem,3,woning:3,2022/08/12 00:00:00+00,"""Lodewijk Van Berckenlaan 66"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Clara Snellingsstraat 63, 2100 Deurne",CLARA SNELLINGSSTRAAT,63,,,2100,Deurne,1,woning:1,2023/06/22 00:00:00+00,"""Clara Snellingsstraat 63"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Oudemansstraat 25, 2000 Antwerpen",OUDEMANSSTRAAT,25,,,2000,Antwerpen,4,woning:3; gebouw:1,2021/11/08 00:00:00+00,"""Oudemansstraat 25"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Constant Jordaenslaan 4, 2180 Ekeren",CONSTANT JORDAENSLAAN,4,,,2180,Ekeren,1,woning:1,2022/05/16 00:00:00+00,"""Constant Jordaenslaan 4"" ""2180"" ""Ekeren""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Scheldestraat 26 bus 401, 2000 Antwerpen",SCHELDESTRAAT,26,,401,2000,Antwerpen,1,woning:1,2022/03/09 00:00:00+00,"""Scheldestraat 26"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Cogels-Osylei 9, 2600 Berchem",COGELS-OSYLEI,9,,,2600,Berchem,1,woning:1,2018/03/14 00:00:00+00,"""Cogels-Osylei 9"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Gitschotellei 140, 2600 Berchem",GITSCHOTELLEI,140,,,2600,Berchem,1,woning:1,2021/03/22 00:00:00+00,"""Gitschotellei 140"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Korte Leemstraat 35, 2018 Antwerpen",KORTE LEEMSTRAAT,35,,,2018,Antwerpen,1,woning:1,2022/08/03 00:00:00+00,"""Korte Leemstraat 35"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lange Lobroekstraat 210, 2060 Antwerpen",LANGE LOBROEKSTRAAT,210,,,2060,Antwerpen,1,gebouw:1,2022/09/14 00:00:00+00,"""Lange Lobroekstraat 210"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Floris Primsstraat 3-101, 2020 Antwerpen",FLORIS PRIMSSTRAAT,3,101,,2020,Antwerpen,1,woning:1,2026/01/29 00:00:00+00,"""Floris Primsstraat 3"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Floris Primsstraat 3-201, 2020 Antwerpen",FLORIS PRIMSSTRAAT,3,201,,2020,Antwerpen,1,woning:1,2026/01/29 00:00:00+00,"""Floris Primsstraat 3"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Nationalestraat 137, 2000 Antwerpen",NATIONALESTRAAT,137,,,2000,Antwerpen,1,gebouw:1,2022/03/01 00:00:00+00,"""Nationalestraat 137"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lodewijk Van Berckenlaan 68, 2600 Berchem",LODEWIJK VAN BERCKENLAAN,68,,,2600,Berchem,1,woning:1,2021/08/12 00:00:00+00,"""Lodewijk Van Berckenlaan 68"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bredabaan 53, 2170 Merksem",BREDABAAN,53,,,2170,Merksem,1,woning:1,2021/05/10 00:00:00+00,"""Bredabaan 53"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Stijfselstraat 28-30, 2000 Antwerpen",STIJFSELSTRAAT,28,30,,2000,Antwerpen,5,woning:3; gebouw:2,2019/06/28 00:00:00+00,"""Stijfselstraat 28"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Ruytermansweg 55, 2040 Bezali",RUYTERMANSWEG,55,,,2040,Bezali,1,woning:1,2023/12/01 00:00:00+00,"""Ruytermansweg 55"" ""2040"" ""Bezali""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Herentalsebaan 324, 2100 Deurne",HERENTALSEBAAN,324,,,2100,Deurne,1,gebouw:1,2020/07/24 00:00:00+00,"""Herentalsebaan 324"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Congresstraat 1 bus 16, 2060 Antwerpen",CONGRESSTRAAT,1,,16,2060,Antwerpen,1,woning:1,2016/03/14 00:00:00+00,"""Congresstraat 1"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Copernicuslaan 30 bus 65, 2018 Antwerpen",COPERNICUSLAAN,30,,65,2018,Antwerpen,1,woning:1,2025/01/22 00:00:00+00,"""Copernicuslaan 30"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Antwerpsebaan 287, 2040 Bezali",ANTWERPSEBAAN,287,,,2040,Bezali,1,woning:1,2025/08/05 00:00:00+00,"""Antwerpsebaan 287"" ""2040"" ""Bezali""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Sint-Augustinuslaan 13-1, 2610 Wilrijk",SINT-AUGUSTINUSLAAN,13,1,,2610,Wilrijk,1,woning:1,2024/12/16 00:00:00+00,"""Sint-Augustinuslaan 13"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Van Vaerenberghstraat 68, 2600 Berchem",VAN VAERENBERGHSTRAAT,68,,,2600,Berchem,1,gebouw:1,2017/04/07 00:00:00+00,"""Van Vaerenberghstraat 68"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Scheidingstraat 16, 2610 Wilrijk",SCHEIDINGSTRAAT,16,,,2610,Wilrijk,1,woning:1,2021/07/16 00:00:00+00,"""Scheidingstraat 16"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Annuntiatenstraat 34, 2170 Merksem",ANNUNTIATENSTRAAT,34,,,2170,Merksem,1,woning:1,2026/01/29 00:00:00+00,"""Annuntiatenstraat 34"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Pelikaanstraat 130, 2018 Antwerpen",PELIKAANSTRAAT,130,,,2018,Antwerpen,1,gebouw:1,2024/07/23 00:00:00+00,"""Pelikaanstraat 130"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Arthur Goemaerelei 67, 2018 Antwerpen",ARTHUR GOEMAERELEI,67,,,2018,Antwerpen,1,woning:1,2025/07/15 00:00:00+00,"""Arthur Goemaerelei 67"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,10,,,,,,,
"Hollebeekstraat 200, 2660 Hoboken",HOLLEBEEKSTRAAT,200,,,2660,Hoboken,1,woning:1,2012/12/19 00:00:00+00,"""Hollebeekstraat 200"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Justitiestraat 63, 2018 Antwerpen",JUSTITIESTRAAT,63,,,2018,Antwerpen,1,gebouw:1,2024/06/03 00:00:00+00,"""Justitiestraat 63"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Politeshofstraat 25, 2018 Antwerpen",POLITESHOFSTRAAT,25,,,2018,Antwerpen,1,woning:1,2021/03/11 00:00:00+00,"""Politeshofstraat 25"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Isabellalei 115, 2018 Antwerpen",ISABELLALEI,115,,,2018,Antwerpen,1,gebouw:1,2021/12/02 00:00:00+00,"""Isabellalei 115"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Breydelstraat 12, 2018 Antwerpen",BREYDELSTRAAT,12,,,2018,Antwerpen,1,gebouw:1,2018/10/17 00:00:00+00,"""Breydelstraat 12"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Hoogstraat 60, 2000 Antwerpen",HOOGSTRAAT,60,,,2000,Antwerpen,1,gebouw:1,2025/10/20 00:00:00+00,"""Hoogstraat 60"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,laag,45,,,,,,,
"Prins Albertlei 31 bus 6, 2600 Berchem",PRINS ALBERTLEI,31,,6,2600,Berchem,1,woning:1,2025/03/11 00:00:00+00,"""Prins Albertlei 31"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Morgenstraat 3, 2000 Antwerpen",MORGENSTRAAT,3,,,2000,Antwerpen,12,kamer:12,2023/10/13 00:00:00+00,"""Morgenstraat 3"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Turnhoutsebaan 108 bus 101, 2100 Deurne",TURNHOUTSEBAAN,108,,101,2100,Deurne,1,woning:1,2021/11/16 00:00:00+00,"""Turnhoutsebaan 108"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Dascottelei 22, 2100 Deurne",DASCOTTELEI,22,,,2100,Deurne,1,woning:1,2023/07/06 00:00:00+00,"""Dascottelei 22"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,middel,75,,,,,,,
"Dascottelei 22 bus 3, 2100 Deurne",DASCOTTELEI,22,,3,2100,Deurne,1,woning:1,2025/01/15 00:00:00+00,"""Dascottelei 22"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Dascottelei 22 bus 2, 2100 Deurne",DASCOTTELEI,22,,2,2100,Deurne,1,woning:1,2025/01/15 00:00:00+00,"""Dascottelei 22"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Lovelingstraat 7, 2060 Antwerpen",LOVELINGSTRAAT,7,,,2060,Antwerpen,1,woning:1,2021/05/05 00:00:00+00,"""Lovelingstraat 7"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Waalsekaai 44, 2000 Antwerpen",WAALSEKAAI,44,,,2000,Antwerpen,1,gebouw:1,2024/01/10 00:00:00+00,"""Waalsekaai 44"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Hooftvunderlei 1, 2100 Deurne",HOOFTVUNDERLEI,1,,,2100,Deurne,3,woning:2; gebouw:1,2014/01/14 00:00:00+00,"""Hooftvunderlei 1"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bosmanslei 33, 2018 Antwerpen",BOSMANSLEI,33,,,2018,Antwerpen,1,woning:1,2026/02/02 00:00:00+00,"""Bosmanslei 33"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Oude Koornmarkt 8, 2000 Antwerpen",OUDE KOORNMARKT,8,,,2000,Antwerpen,1,woning:1,2022/01/27 00:00:00+00,"""Oude Koornmarkt 8"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Britselei 44, 2000 Antwerpen",BRITSELEI,44,,,2000,Antwerpen,1,woning:1,2020/07/08 00:00:00+00,"""Britselei 44"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lange Nieuwstraat 13, 2000 Antwerpen",LANGE NIEUWSTRAAT,13,,,2000,Antwerpen,1,gebouw:1,2024/05/03 00:00:00+00,"""Lange Nieuwstraat 13"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Offerandestraat 21, 2060 Antwerpen",OFFERANDESTRAAT,21,,,2060,Antwerpen,1,woning:1,2023/10/10 00:00:00+00,"""Offerandestraat 21"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bouwhandelstraat 105, 2140 Borgerhout",BOUWHANDELSTRAAT,105,,,2140,Borgerhout,1,woning:1,2021/05/03 00:00:00+00,"""Bouwhandelstraat 105"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Isabellalei 145 bus 301, 2018 Antwerpen",ISABELLALEI,145,,301,2018,Antwerpen,1,woning:1,2025/01/16 00:00:00+00,"""Isabellalei 145"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Weerstandersstraat 81, 2180 Ekeren",WEERSTANDERSSTRAAT,81,,,2180,Ekeren,1,woning:1,2024/06/10 00:00:00+00,"""Weerstandersstraat 81"" ""2180"" ""Ekeren""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bredastraat 36, 2060 Antwerpen",BREDASTRAAT,36,,,2060,Antwerpen,3,woning:3,2021/06/28 00:00:00+00,"""Bredastraat 36"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Putsebaan 190-1, 2040 Bezali",PUTSEBAAN,190,1,,2040,Bezali,1,woning:1,2024/06/03 00:00:00+00,"""Putsebaan 190"" ""2040"" ""Bezali""",geen_betrouwbare_digitale_match,geen,15,,,,,,,
"Fuggerstraat 34, 2060 Antwerpen",FUGGERSTRAAT,34,,,2060,Antwerpen,1,woning:1,2021/10/13 00:00:00+00,"""Fuggerstraat 34"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"De Manstraat 78, 2100 Deurne",DE MANSTRAAT,78,,,2100,Deurne,1,woning:1,2022/10/19 00:00:00+00,"""De Manstraat 78"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Sint-Jobstraat 22, 2060 Antwerpen",SINT-JOBSTRAAT,22,,,2060,Antwerpen,1,woning:1,2021/05/21 00:00:00+00,"""Sint-Jobstraat 22"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Galgenweellaan 28, 2050 Antwerpen",GALGENWEELLAAN,28,,,2050,Antwerpen,2,woning:2,2025/07/31 00:00:00+00,"""Galgenweellaan 28"" ""2050"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"De Manstraat 95, 2100 Deurne",DE MANSTRAAT,95,,,2100,Deurne,1,woning:1,2013/05/08 00:00:00+00,"""De Manstraat 95"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Vuurkruislaan 11 bus 201, 2610 Wilrijk",VUURKRUISLAAN,11,,201,2610,Wilrijk,1,woning:1,2025/05/26 00:00:00+00,"""Vuurkruislaan 11"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Kapelstraat 143, 2660 Hoboken",KAPELSTRAAT,143,,,2660,Hoboken,1,woning:1,2025/12/02 00:00:00+00,"""Kapelstraat 143"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"August Michielsstraat 8, 2000 Antwerpen",AUGUST MICHIELSSTRAAT,8,,,2000,Antwerpen,1,gebouw:1,2022/12/02 00:00:00+00,"""August Michielsstraat 8"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Visputtenhof 15, 2660 Hoboken",VISPUTTENHOF,15,,,2660,Hoboken,1,woning:1,2020/11/03 00:00:00+00,"""Visputtenhof 15"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lange Kongostraat 9, 2060 Antwerpen",LANGE KONGOSTRAAT,9,,,2060,Antwerpen,1,woning:1,2020/07/13 00:00:00+00,"""Lange Kongostraat 9"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Jan Van Rijswijcklaan 272 bus 201, 2020 Antwerpen",JAN VAN RIJSWIJCKLAAN,272,,201,2020,Antwerpen,1,woning:1,2021/07/27 00:00:00+00,"""Jan Van Rijswijcklaan 272"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"De Bisthovenlei 70, 2100 Deurne",DE BISTHOVENLEI,70,,,2100,Deurne,1,woning:1,2019/03/20 00:00:00+00,"""De Bisthovenlei 70"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Sint-Paulusstraat 38, 2000 Antwerpen",SINT-PAULUSSTRAAT,38,,,2000,Antwerpen,1,gebouw:1,2023/10/16 00:00:00+00,"""Sint-Paulusstraat 38"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Gemzenstraat 30-1, 2610 Wilrijk",GEMZENSTRAAT,30,1,,2610,Wilrijk,1,woning:1,2025/10/30 00:00:00+00,"""Gemzenstraat 30"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Gagelveldenstraat 40, 2170 Merksem",GAGELVELDENSTRAAT,40,,,2170,Merksem,1,woning:1,2022/05/19 00:00:00+00,"""Gagelveldenstraat 40"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Valkenputstraat 82, 2600 Berchem",VALKENPUTSTRAAT,82,,,2600,Berchem,1,woning:1,2025/07/22 00:00:00+00,"""Valkenputstraat 82"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Jan Van Rijswijcklaan 172 bus 13, 2020 Antwerpen",JAN VAN RIJSWIJCKLAAN,172,,13,2020,Antwerpen,1,woning:1,2024/07/03 00:00:00+00,"""Jan Van Rijswijcklaan 172"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Draaiboomstraat 34, 2660 Hoboken",DRAAIBOOMSTRAAT,34,,,2660,Hoboken,2,woning:2,2020/08/24 00:00:00+00,"""Draaiboomstraat 34"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Hertsdeinstraat 41, 2018 Antwerpen",HERTSDEINSTRAAT,41,,,2018,Antwerpen,1,woning:1,2018/06/27 00:00:00+00,"""Hertsdeinstraat 41"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Schoenmarkt 20, 2000 Antwerpen",SCHOENMARKT,20,,,2000,Antwerpen,1,gebouw:1,2020/07/29 00:00:00+00,"""Schoenmarkt 20"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Van Lissumstraat 78, 2100 Deurne",VAN LISSUMSTRAAT,78,,,2100,Deurne,1,woning:1,2024/08/02 00:00:00+00,"""Van Lissumstraat 78"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bredabaan 344, 2170 Merksem",BREDABAAN,344,,,2170,Merksem,1,gebouw:1,2022/10/27 00:00:00+00,"""Bredabaan 344"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Hessenplein 37, 2000 Antwerpen",HESSENPLEIN,37,,,2000,Antwerpen,1,gebouw:1,2024/05/03 00:00:00+00,"""Hessenplein 37"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lange Elzenstraat 85 bus 401, 2018 Antwerpen",LANGE ELZENSTRAAT,85,,401,2018,Antwerpen,1,woning:1,2025/02/19 00:00:00+00,"""Lange Elzenstraat 85"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Vestingstraat 22, 2018 Antwerpen",VESTINGSTRAAT,22,,,2018,Antwerpen,1,gebouw:1,2019/08/20 00:00:00+00,"""Vestingstraat 22"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Oudebareellei 24, 2170 Merksem",OUDEBAREELLEI,24,,,2170,Merksem,1,gebouw:1,2021/11/08 00:00:00+00,"""Oudebareellei 24"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Sint-Elisabethstraat 19, 2060 Antwerpen",SINT-ELISABETHSTRAAT,19,,,2060,Antwerpen,1,gebouw:1,2021/10/25 00:00:00+00,"""Sint-Elisabethstraat 19"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Van Stralenstraat 12, 2060 Antwerpen",VAN STRALENSTRAAT,12,,,2060,Antwerpen,1,gebouw:1,2020/07/07 00:00:00+00,"""Van Stralenstraat 12"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Delftstraat 25, 2140 Borgerhout",DELFTSTRAAT,25,,,2140,Borgerhout,1,woning:1,2023/08/23 00:00:00+00,"""Delftstraat 25"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bredabaan 443, 2170 Merksem",BREDABAAN,443,,,2170,Merksem,1,gebouw:1,2016/11/30 00:00:00+00,"""Bredabaan 443"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Boterlaarbaan 497, 2100 Deurne",BOTERLAARBAAN,497,,,2100,Deurne,1,woning:1,2023/09/13 00:00:00+00,"""Boterlaarbaan 497"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Antwerpsesteenweg 89-91, 2660 Hoboken",ANTWERPSESTEENWEG,89,91,,2660,Hoboken,1,gebouw:1,2021/02/08 00:00:00+00,"""Antwerpsesteenweg 89"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,laag,45,,,,,,,
"Bakkerstraat 15-17, 2140 Borgerhout",BAKKERSTRAAT,15,17,,2140,Borgerhout,1,woning:1,2022/08/16 00:00:00+00,"""Bakkerstraat 15"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Leningstraat 24, 2140 Borgerhout",LENINGSTRAAT,24,,,2140,Borgerhout,1,woning:1,2017/01/19 00:00:00+00,"""Leningstraat 24"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Solftplaats 6, 2040 Bezali",SOLFTPLAATS,6,,,2040,Bezali,1,gebouw:1,2024/07/03 00:00:00+00,"""Solftplaats 6"" ""2040"" ""Bezali""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Turnhoutsebaan 327, 2140 Borgerhout",TURNHOUTSEBAAN,327,,,2140,Borgerhout,8,woning:7; gebouw:1,2022/06/08 00:00:00+00,"""Turnhoutsebaan 327"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Samberstraat 2, 2060 Antwerpen",SAMBERSTRAAT,2,,,2060,Antwerpen,1,woning:1,2025/03/06 00:00:00+00,"""Samberstraat 2"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Sorbenlaan 41, 2610 Wilrijk",SORBENLAAN,41,,,2610,Wilrijk,1,gebouw:1,2021/02/15 00:00:00+00,"""Sorbenlaan 41"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Ten Eekhovelei 194, 2100 Deurne",TEN EEKHOVELEI,194,,,2100,Deurne,1,woning:1,2017/09/25 00:00:00+00,"""Ten Eekhovelei 194"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Marinisstraat 2, 2140 Borgerhout",MARINISSTRAAT,2,,,2140,Borgerhout,2,woning:2,2016/03/23 00:00:00+00,"""Marinisstraat 2"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Vijfhoekstraat 33, 2600 Berchem",VIJFHOEKSTRAAT,33,,,2600,Berchem,1,woning:1,2026/01/13 00:00:00+00,"""Vijfhoekstraat 33"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Beatrijslaan 4 bus 1501, 2050 Antwerpen",BEATRIJSLAAN,4,,1501,2050,Antwerpen,1,woning:1,2026/01/29 00:00:00+00,"""Beatrijslaan 4"" ""2050"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Jaak Coveliersstraat 23, 2170 Merksem",JAAK COVELIERSSTRAAT,23,,,2170,Merksem,1,woning:1,2024/05/21 00:00:00+00,"""Jaak Coveliersstraat 23"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Ter Heydelaan 101, 2100 Deurne",TER HEYDELAAN,101,,,2100,Deurne,1,woning:1,2023/09/21 00:00:00+00,"""Ter Heydelaan 101"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Belegstraat 35, 2018 Antwerpen",BELEGSTRAAT,35,,,2018,Antwerpen,1,gebouw:1,2024/04/26 00:00:00+00,"""Belegstraat 35"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bacchuslaan 21, 2600 Berchem",BACCHUSLAAN,21,,,2600,Berchem,2,woning:2,2025/10/30 00:00:00+00,"""Bacchuslaan 21"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Wolfstraat 18, 2018 Antwerpen",WOLFSTRAAT,18,,,2018,Antwerpen,1,woning:1,2021/08/16 00:00:00+00,"""Wolfstraat 18"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Falconplein 36, 2000 Antwerpen",FALCONPLEIN,36,,,2000,Antwerpen,1,gebouw:1,2024/05/14 00:00:00+00,"""Falconplein 36"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
